project_key,project_code,line_name,section_label,report_date,source_file,source_sheet,configured_sheet,template_sheet,header_row_number,source_row_number,activity_raw,activity_norm,quantity_loa,quantity_estimated_or_total,quantity_primary,cumulative_last_month,plan_for_month,progress_for_month,today_progress,cumulative_progress,balance_progress,gangs_working,remarks
TB501,TB 501,,220kV Line,2026-06-25,TB 501 - DPR - 2026-06-25.xlsx,Summary,Summary,TB 501 Status,6,15,Paying Out,paying_out,,64.0,64.0,61.2,2.799999999999997,1.775100999999992,0.0,62.975101,1.024899000000005,0.0,
TB501,TB 501,,220kV Line,2026-06-25,TB 501 - DPR - 2026-06-25.xlsx,Summary,Summary,TB 501 Status,6,16,Final Sag,final_sag,,64.0,64.0,61.2,2.799999999999997,1.775100999999992,0.0,62.975101,1.024899000000005,,
TB501,TB 501,,220kV Line,2026-06-25,TB 501 - DPR - 2026-06-25.xlsx,Summary,Summary,TB 501 Status,6,17,OPGW,opgw_stringing,,64.0,64.0,53.721835,10.278165,9.517265999999992,0.0,63.23910099999999,0.7608990000000091,0.0,
TB501,TB 501,,132kV Line,2026-06-25,TB 501 - DPR - 2026-06-25.xlsx,Summary,Summary,TB 501 Status,20,28,Stringing,stringing,,,,,,,,,,,
TB501,TB 501,,132kV Line,2026-06-25,TB 501 - DPR - 2026-06-25.xlsx,Summary,Summary,TB 501 Status,20,29,Paying Out,paying_out,,9.24,9.24,6.231,3.009,0.0003260000000002705,0.0,6.231326,3.008674,1.0,
TB501,TB 501,,132kV Line,2026-06-25,TB 501 - DPR - 2026-06-25.xlsx,Summary,Summary,TB 501 Status,20,30,Final Sag,final_sag,,9.24,9.24,6.231,3.009,0.0003260000000002705,0.0,6.231326,3.008674,,
TB501,TB 501,,132kV Line,2026-06-25,TB 501 - DPR - 2026-06-25.xlsx,Summary,Summary,TB 501 Status,20,31,OPGW,opgw_stringing,,9.24,9.24,0.0,9.0,6.231326,0.0,6.231326,3.008674,0.0,
TB501,TB 501,,220kV Line,2026-06-27,TB 501 - DPR - 2026-06-27.xlsx,Summary,Summary,TB 501 Status,6,14,Stringing,stringing,,,,,,0.0,,,,,"4/6-4/7 Stringing Top final sag done,"
TB501,TB 501,,220kV Line,2026-06-27,TB 501 - DPR - 2026-06-27.xlsx,Summary,Summary,TB 501 Status,6,15,Paying Out,paying_out,,64.0,64.0,61.2,2.799999999999997,2.46510099999999,0.0,63.66510099999999,0.3348990000000072,0.0,
TB501,TB 501,,220kV Line,2026-06-27,TB 501 - DPR - 2026-06-27.xlsx,Summary,Summary,TB 501 Status,6,16,Final Sag,final_sag,,64.0,64.0,61.2,2.799999999999997,2.46510099999999,0.0,63.66510099999999,0.3348990000000072,,
TB501,TB 501,,220kV Line,2026-06-27,TB 501 - DPR - 2026-06-27.xlsx,Summary,Summary,TB 501 Status,6,17,OPGW,opgw_stringing,,64.0,64.0,53.721835,10.278165,9.517265999999992,0.0,63.23910099999999,0.7608990000000091,0.0,
TB501,TB 501,,132kV Line,2026-06-27,TB 501 - DPR - 2026-06-27.xlsx,Summary,Summary,TB 501 Status,20,28,Stringing,stringing,,,,,,,,,,,
TB501,TB 501,,132kV Line,2026-06-27,TB 501 - DPR - 2026-06-27.xlsx,Summary,Summary,TB 501 Status,20,29,Paying Out,paying_out,,9.24,9.24,6.231,3.009,0.0003260000000002705,0.0,6.231326,3.008674,1.0,"2/1-2/0 Stringing Wip,"
TB501,TB 501,,132kV Line,2026-06-27,TB 501 - DPR - 2026-06-27.xlsx,Summary,Summary,TB 501 Status,20,30,Final Sag,final_sag,,9.24,9.24,6.231,3.009,0.0003260000000002705,0.0,6.231326,3.008674,,
TB501,TB 501,,132kV Line,2026-06-27,TB 501 - DPR - 2026-06-27.xlsx,Summary,Summary,TB 501 Status,20,31,OPGW,opgw_stringing,,9.24,9.24,0.0,9.0,6.231326,0.0,6.231326,3.008674,0.0,
TB501,TB 501,,220kV Line,2026-06-29,TB 501 - DPR - 2026-06-29.xlsx,Summary,Summary,TB 501 Status,6,14,Stringing,stringing,,,,,,0.0,,,,,14/0 to 14/2 Stringing final checking done
TB501,TB 501,,220kV Line,2026-06-29,TB 501 - DPR - 2026-06-29.xlsx,Summary,Summary,TB 501 Status,6,15,Paying Out,paying_out,,64.03,64.03,61.2,2.799999999999997,2.825100999999989,0.0,64.02510099999999,0.004899000000008868,0.0,
TB501,TB 501,,220kV Line,2026-06-29,TB 501 - DPR - 2026-06-29.xlsx,Summary,Summary,TB 501 Status,6,16,Final Sag,final_sag,,64.03,64.03,61.2,2.799999999999997,2.825100999999989,0.0,64.02510099999999,0.004899000000008868,,
TB501,TB 501,,220kV Line,2026-06-29,TB 501 - DPR - 2026-06-29.xlsx,Summary,Summary,TB 501 Status,6,17,OPGW,opgw_stringing,,64.03,64.03,53.721835,10.278165,9.517265999999992,0.0,63.23910099999999,0.7908990000000102,0.0,
TB501,TB 501,,132kV Line,2026-06-29,TB 501 - DPR - 2026-06-29.xlsx,Summary,Summary,TB 501 Status,20,28,Stringing,stringing,,,,,,,,,,,
TB501,TB 501,,132kV Line,2026-06-29,TB 501 - DPR - 2026-06-29.xlsx,Summary,Summary,TB 501 Status,20,29,Paying Out,paying_out,,9.24,9.24,6.231,3.009,0.4839259999999994,0.0,6.714925999999999,2.525074000000001,1.0,"1/0-2/0 Stringing Wip,"
TB501,TB 501,,132kV Line,2026-06-29,TB 501 - DPR - 2026-06-29.xlsx,Summary,Summary,TB 501 Status,20,30,Final Sag,final_sag,,9.24,9.24,6.231,3.009,0.4839259999999994,0.0,6.714925999999999,2.525074000000001,,
TB501,TB 501,,132kV Line,2026-06-29,TB 501 - DPR - 2026-06-29.xlsx,Summary,Summary,TB 501 Status,20,31,OPGW,opgw_stringing,,9.24,9.24,0.0,9.0,6.231326,0.0,6.231326,3.008674,0.0,
TB501,TB 501,,220kV Line,2026-06-30,TB 501 - DPR - 2026-06-30.xlsx,Summary,Summary,TB 501 Status,6,14,Stringing,stringing,,,,,,0.0,,,,,"14/3 to 14/6 Stringing final checking done, 4/7-4/8- Jumper fixing done"
TB501,TB 501,,220kV Line,2026-06-30,TB 501 - DPR - 2026-06-30.xlsx,Summary,Summary,TB 501 Status,6,15,Paying Out,paying_out,,64.03,64.03,61.2,2.799999999999997,2.825100999999989,0.0,64.02510099999999,0.004899000000008868,0.0,
TB501,TB 501,,220kV Line,2026-06-30,TB 501 - DPR - 2026-06-30.xlsx,Summary,Summary,TB 501 Status,6,16,Final Sag,final_sag,,64.03,64.03,61.2,2.799999999999997,2.825100999999989,0.0,64.02510099999999,0.004899000000008868,,
TB501,TB 501,,220kV Line,2026-06-30,TB 501 - DPR - 2026-06-30.xlsx,Summary,Summary,TB 501 Status,6,17,OPGW,opgw_stringing,,64.03,64.03,53.721835,10.278165,9.517265999999992,0.0,63.23910099999999,0.7908990000000102,0.0,
TB501,TB 501,,132kV Line,2026-06-30,TB 501 - DPR - 2026-06-30.xlsx,Summary,Summary,TB 501 Status,20,28,Stringing,stringing,,,,,,,,,,,
TB501,TB 501,,132kV Line,2026-06-30,TB 501 - DPR - 2026-06-30.xlsx,Summary,Summary,TB 501 Status,20,29,Paying Out,paying_out,,9.24,9.24,6.231,3.009,0.4839259999999994,0.0,6.714925999999999,2.525074000000001,1.0,"1/0-2/0-Top Conductor final sag done, 2/0-2/1-Top Conductor final sag done, 2/1-3/0- 4 Phase final sag done"
TB501,TB 501,,132kV Line,2026-06-30,TB 501 - DPR - 2026-06-30.xlsx,Summary,Summary,TB 501 Status,20,30,Final Sag,final_sag,,9.24,9.24,6.231,3.009,0.4839259999999994,0.0,6.714925999999999,2.525074000000001,,
TB501,TB 501,,132kV Line,2026-06-30,TB 501 - DPR - 2026-06-30.xlsx,Summary,Summary,TB 501 Status,20,31,OPGW,opgw_stringing,,9.24,9.24,0.0,9.0,6.231326,0.0,6.231326,3.008674,0.0,
TB507,TB 507,MAIN,Progress Summary,2026-06-08,TB 507 [MAIN] - DPR - 2026-06-08.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-08,TB 507 - DPR - 2026-06-08.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-08,TB 507 [MAIN] - DPR - 2026-06-08.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,,,21.797,166.881,2.0,40.0
TB507,TB 507,765kV,Progress Summary,2026-06-08,TB 507 - DPR - 2026-06-08.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-08,TB 507 [MAIN] - DPR - 2026-06-08.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-08,TB 507 - DPR - 2026-06-08.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-08,TB 507 [MAIN] - DPR - 2026-06-08.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-08,TB 507 - DPR - 2026-06-08.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-08,TB 507 [MAIN] - DPR - 2026-06-08.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-08,TB 507 [MAIN] - DPR - 2026-06-08.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-11,TB 507 [MAIN] - DPR - 2026-06-11.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-11,TB 507 - DPR - 2026-06-11.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-11,TB 507 [MAIN] - DPR - 2026-06-11.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,,,21.797,166.881,2.0,40.0
TB507,TB 507,765kV,Progress Summary,2026-06-11,TB 507 - DPR - 2026-06-11.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-11,TB 507 [MAIN] - DPR - 2026-06-11.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-11,TB 507 - DPR - 2026-06-11.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-11,TB 507 [MAIN] - DPR - 2026-06-11.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-11,TB 507 - DPR - 2026-06-11.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-11,TB 507 [MAIN] - DPR - 2026-06-11.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-11,TB 507 [MAIN] - DPR - 2026-06-11.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-12,TB 507 [MAIN] - DPR - 2026-06-12.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-12,TB 507 - DPR - 2026-06-12.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-12,TB 507 [MAIN] - DPR - 2026-06-12.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,,,21.797,166.881,2.0,54.0
TB507,TB 507,765kV,Progress Summary,2026-06-12,TB 507 - DPR - 2026-06-12.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-12,TB 507 [MAIN] - DPR - 2026-06-12.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-12,TB 507 - DPR - 2026-06-12.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-12,TB 507 [MAIN] - DPR - 2026-06-12.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-12,TB 507 - DPR - 2026-06-12.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-12,TB 507 [MAIN] - DPR - 2026-06-12.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-12,TB 507 [MAIN] - DPR - 2026-06-12.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-15,TB 507 [MAIN] - DPR - 2026-06-15.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-15,TB 507 - DPR - 2026-06-15.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-15,TB 507 [MAIN] - DPR - 2026-06-15.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,,,21.797,166.881,2.0,54.0
TB507,TB 507,765kV,Progress Summary,2026-06-15,TB 507 - DPR - 2026-06-15.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-15,TB 507 [MAIN] - DPR - 2026-06-15.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-15,TB 507 - DPR - 2026-06-15.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-15,TB 507 [MAIN] - DPR - 2026-06-15.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-15,TB 507 - DPR - 2026-06-15.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-15,TB 507 [MAIN] - DPR - 2026-06-15.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-15,TB 507 [MAIN] - DPR - 2026-06-15.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-17,TB 507 [MAIN] - DPR - 2026-06-17.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-17,TB 507 - DPR - 2026-06-17.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-17,TB 507 [MAIN] - DPR - 2026-06-17.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,0.425,,22.222,166.456,2.0,54.0
TB507,TB 507,765kV,Progress Summary,2026-06-17,TB 507 - DPR - 2026-06-17.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-17,TB 507 [MAIN] - DPR - 2026-06-17.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-17,TB 507 - DPR - 2026-06-17.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-17,TB 507 [MAIN] - DPR - 2026-06-17.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-17,TB 507 - DPR - 2026-06-17.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-17,TB 507 [MAIN] - DPR - 2026-06-17.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-17,TB 507 [MAIN] - DPR - 2026-06-17.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-20,TB 507 [MAIN] - DPR - 2026-06-20.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-20,TB 507 - DPR - 2026-06-20.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-20,TB 507 [MAIN] - DPR - 2026-06-20.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,0.425,,22.222,166.456,2.0,54.0
TB507,TB 507,765kV,Progress Summary,2026-06-20,TB 507 - DPR - 2026-06-20.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-20,TB 507 [MAIN] - DPR - 2026-06-20.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-20,TB 507 - DPR - 2026-06-20.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-20,TB 507 [MAIN] - DPR - 2026-06-20.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-20,TB 507 - DPR - 2026-06-20.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-20,TB 507 [MAIN] - DPR - 2026-06-20.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-20,TB 507 [MAIN] - DPR - 2026-06-20.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-23,TB 507 [MAIN] - DPR - 2026-06-23.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-23,TB 507 - DPR - 2026-06-23.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-23,TB 507 [MAIN] - DPR - 2026-06-23.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,0.425,,22.222,166.456,2.0,54.0
TB507,TB 507,765kV,Progress Summary,2026-06-23,TB 507 - DPR - 2026-06-23.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-23,TB 507 [MAIN] - DPR - 2026-06-23.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-23,TB 507 - DPR - 2026-06-23.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-23,TB 507 [MAIN] - DPR - 2026-06-23.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-23,TB 507 - DPR - 2026-06-23.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-23,TB 507 [MAIN] - DPR - 2026-06-23.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-23,TB 507 [MAIN] - DPR - 2026-06-23.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-25,TB 507 [MAIN] - DPR - 2026-06-25.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-25,TB 507 - DPR - 2026-06-25.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,19,Stringing (Kms),stringing,,,,,,,,,0.0,,
TB507,TB 507,MAIN,Progress Summary,2026-06-25,TB 507 [MAIN] - DPR - 2026-06-25.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,20,Paying Out (Kms),paying_out,184.0,188.678,188.678,21.797,21.084,3.345,,25.142,163.536,1.0,54.0
TB507,TB 507,765kV,Progress Summary,2026-06-25,TB 507 - DPR - 2026-06-25.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,20,Paying Out (Kms),paying_out,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-25,TB 507 [MAIN] - DPR - 2026-06-25.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,21,Final Sag (Kms),final_sag,184.0,188.678,188.678,21.36,21.084,,,21.36,167.318,,
TB507,TB 507,765kV,Progress Summary,2026-06-25,TB 507 - DPR - 2026-06-25.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,21,Final Sag (Kms),final_sag,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-25,TB 507 [MAIN] - DPR - 2026-06-25.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,184.0,188.678,188.678,0.0,,,,,,,
TB507,TB 507,765kV,Progress Summary,2026-06-25,TB 507 - DPR - 2026-06-25.xlsx,765kV Summery,765kV Summery,TB 507 765kV Status,10,22,OPGW Stringing (Kms),opgw_stringing,15.478,15.478,15.478,0.0,,,,0.0,15.478,,
TB507,TB 507,MAIN,Progress Summary,2026-06-25,TB 507 [MAIN] - DPR - 2026-06-25.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,23,Paying Out (Kms),paying_out,184.0,188.678,188.678,,,,,0.0,188.678,,
TB507,TB 507,MAIN,Progress Summary,2026-06-25,TB 507 [MAIN] - DPR - 2026-06-25.xlsx,400kV Summery,400kV Summery,TB 507 400kV Status,10,24,Final Sag (Kms),final_sag,184.0,188.678,188.678,,,,,0.0,188.678,,
