project_key,complete_date,loc,Tower Type,Gang name,Status,Source File,Source Sheet,Line Name
TB501,2026-06-19,2/0,DD+0,Nan,C,TB 501 - DPR - 2026-06-30.xlsx,Progress-132kV,132kV
TB501,2026-06-23,1/0,DD+0,Nan,C,TB 501 - DPR - 2026-06-30.xlsx,Progress-132kV,132kV
