project_key,complete_date,loc,Tower Type,Gang name,Status,Source File,Source Sheet,Line Name
TB412,2026-06-13,58/1,DA+3,Dhruvika,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-13,59/3,DA+6,Sanjeev,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-13,8/0,DC+0,Sgse India Pvt Ltd,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 TM Chapra-Amnour
TB412,2026-06-14,101/4,DA+3,Reyansh,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-14,117/0,DD+0,Exel Power,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-16,11/2,DA+0,Rang,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,400 KV LOOP IN
TB412,2026-06-16,38/0,DD+6,Pinki,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,400 KV LOOP OUT
TB412,2026-06-16,59/4,DA+6,Sanjeev,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-17,102/1,DA+3,Reyansh,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-17,11/1,DA+0,Rang,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,400 KV LOOP IN
TB412,2026-06-17,59/5,DA+0,Sanjeev,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-17,81/0,DC+0,Dhruvika,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-19,102/2,DA+6,Reyansh,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-19,60/0,DB+3,Sanjeev,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-20,102/3,DA+3,Reyansh,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-21,27/3,DA+0,Sgse India Pvt Ltd,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,400 KV LOOP IN
TB412,2026-06-21,81/1,DA+3,Dhruvika,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-22,42/0,DD+0,Pinki,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,400 KV LOOP OUT
TB412,2026-06-22,62A/0,DB+3,Sanjeev,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-23,62/2,DA+6,Sanjeev,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-24,102/4,DA+6,Reyansh,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 SZ Chapra-Gopalganj
TB412,2026-06-24,21/0,DC+9,Rang,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,400 KV LOOP OUT
TB412,2026-06-24,39/3,DA+0,Sgse India Pvt Ltd,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,400 KV LOOP IN
TB412,2026-06-24,6/0,DC+0,Yashoda Devi,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 TM Chapra-Amnour
TB412,2026-06-24,7/0,DD+0,Nirajan,COMPLETED,TB 412 - DPR - 2026-06-24.xlsx,WIP,220 TM Chapra-Amnour
