report_date,line_name,activity_raw,plan_for_month,progress_for_month,cumulative_last_month,cumulative_progress,source_file,source_sheet
2026-06-14,,Tower Erection (Nos),70.0,18.0,87.0,105.0,TB 412 - DPR - 2026-06-14.xlsx,TB-412 SUMMARY
2026-06-22,,Tower Erection (Nos),70.0,32.0,87.0,119.0,TB 412 - DPR - 2026-06-22.xlsx,TB-412 SUMMARY
2026-06-24,,Tower Erection (Nos),70.0,38.0,87.0,125.0,TB 412 - DPR - 2026-06-24.xlsx,TB-412 SUMMARY
